ID,DifficultyID,EffectIndex,Effect,EffectAmplitude,EffectAttributes,EffectAura,EffectAuraPeriod,EffectBasePoints,EffectBonusCoefficient,EffectChainAmplitude,EffectChainTargets,EffectDieSides,EffectItemType,EffectMechanic,EffectPointsPerResource,EffectPos_facing,EffectRealPointsPerLevel,EffectTriggerSpell,BonusCoefficientFromAP,PvpMultiplier,Coefficient,Variance,ResourceCoefficient,GroupSizeBasePointsCoefficient,EffectMiscValue_0,EffectMiscValue_1,EffectRadiusIndex_0,EffectRadiusIndex_1,EffectSpellClassMask_0,EffectSpellClassMask_1,EffectSpellClassMask_2,EffectSpellClassMask_3,ImplicitTarget_0,ImplicitTarget_1,SpellID
852679,0,0,6,0,0,3,3000,30,0,1,0,1,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,33745
852680,0,1,2,0,0,0,0,30,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,33745
852681,0,0,6,0,0,42,0,0,0,1,0,0,0,0,0,0,0,33758,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33746
852684,0,0,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,33822
852686,0,0,2,0,0,0,0,3599,0,1,0,801,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,33824
852687,0,1,6,0,0,89,1000,18,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,33824
852688,0,2,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10162,0,0,0,0,0,0,0,1,0,33824
852689,0,0,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,587,0,0,0,0,0,0,0,25,0,33825
852690,0,1,24,0,0,0,0,0,0,1,0,1,28132,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,33825
852691,0,0,7,0,0,0,0,9,0.10000000149,1,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,22,15,33826
852692,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,33827
852694,0,0,6,0,0,108,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,0,208,16,0,0,1,0,33886
852695,0,0,6,0,0,108,0,7,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,0,208,16,0,0,1,0,33887
852696,0,0,6,0,0,108,0,11,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,0,208,16,0,0,1,0,33888
852697,0,0,6,0,0,219,0,9,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,7,0,0,0,1,0,33956
852698,0,0,6,0,0,117,0,14,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,1,0,33957
852699,0,1,6,0,0,117,0,14,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,33554432,0,0,0,1,0,33957
852700,0,0,6,0,0,138,0,99,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33958
852701,0,1,6,0,0,61,0,19,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33958
852702,0,0,2,0,0,0,0,274,1,1,0,26,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,33959
852703,0,0,98,0,0,0,0,89,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,65,0,0,0,0,0,0,0,6,0,33960
852704,0,1,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,33960
852705,0,0,6,0,0,29,0,2,0,1,0,1,0,0,0,0,0.75,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,25,0,34020
852708,0,0,6,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28,0,0,0,0,0,22,7,34023
852709,0,0,6,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28,0,0,0,0,0,22,7,34024
852710,0,0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,34025
852711,0,0,31,0,0,0,0,149,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,34097
852712,0,1,6,0,0,67,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,34097
852713,0,0,77,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34098
852714,0,1,6,0,0,77,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,0,0,0,0,1,0,34098
852715,0,0,31,0,0,0,0,149,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,34099
852716,0,1,6,0,0,67,0,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,34099
852717,0,0,27,0,0,3,1000,419,0.05600000173,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,0,0,0,0,0,28,0,34100
852718,0,0,6,0,0,79,0,124,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,38,0,34187
852719,0,1,6,0,0,138,0,49,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,34187
852720,0,2,6,0,0,61,0,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,34187
852722,0,0,6,0,0,16,0,-51,0,1,0,1,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34189
852723,0,0,2,0,0,0,0,4674,0,1,0,1651,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,87,16,34190
852724,0,1,6,0,0,27,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,87,16,34190
852725,0,0,3,0,64,0,0,800,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,57,0,33076
852727,0,0,6,0,0,29,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,21,0,33077
852728,0,0,6,0,0,29,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,21,0,33078
852729,0,0,6,0,0,22,0,299,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,21,0,33079
852730,0,0,10,1,0,0,0,46249,1,1,0,7501,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,33144
852731,0,0,6,0,0,42,0,-1,1,1,0,1,0,0,0,0,0,33143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33145
852732,0,0,6,0,0,42,0,-1,1,1,0,1,0,0,0,0,0,33143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33146
852733,0,0,6,0,0,69,0,24999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,0,0,0,0,0,0,1,0,33147
852734,0,1,6,0,0,37,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,68,0,0,0,0,0,0,0,1,0,33147
852735,0,2,6,0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,0,0,0,0,1,0,33147
852736,0,0,6,0,0,4,0,49,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33205
852737,0,0,6,0,0,87,0,-41,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,0,0,1,0,0,0,21,0,33206
852738,0,1,6,0,0,235,0,64,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,45859183,5705,0,0,21,0,33206
852739,0,0,6,0,0,42,0,0,0,1,0,0,0,0,0,0,0,33228,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33207
852740,0,0,6,0,0,226,300000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33208
852741,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33271
852742,0,0,6,0,0,29,0,19,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,5,0,33272
852743,0,1,6,0,0,29,0,19,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,5,0,33272
852744,0,2,30,0,0,0,0,9999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,5,0,33272
852745,0,0,6,0,0,135,0,226,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,33273
852746,0,1,6,0,0,13,0,75,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,33273
852747,0,0,6,0,0,158,0,28,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33274
852748,0,0,6,0,0,135,0,114,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,33275
852749,0,1,6,0,0,13,0,38,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,33275
852750,0,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33359,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33361
852751,0,1,44,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,185,0,0,0,0,0,0,0,1,0,33361
852755,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,22,7,33365
852756,0,1,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,22,7,33365
852757,0,0,6,0,0,56,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19131,0,0,0,0,0,0,0,1,0,33449
852758,0,0,6,0,0,56,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19109,0,0,0,0,0,0,0,1,0,33450
852759,0,0,6,0,0,56,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19086,0,0,0,0,0,0,0,1,0,33451
852760,0,0,2,0,0,0,0,455,1,1,0,73,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,16,0,33452
852761,0,1,27,0,0,3,2000,95,0.10000000149,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,0,0,0,0,0,28,0,33452
852762,0,0,6,0,0,56,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19096,0,0,0,0,0,0,0,1,0,33453
852763,0,0,2,0,0,0,0,18,1,1,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,33527
852764,0,1,6,0,0,14,0,19,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,64,0,0,0,0,0,0,0,6,0,33527
852765,0,0,2,0,0,0,0,18,1,1,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,33528
852766,0,1,6,0,0,14,0,19,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,6,0,33528
852767,0,0,2,0,0,0,0,18,1,1,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,33529
852768,0,1,6,0,0,14,0,19,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,32,0,0,0,0,0,0,0,6,0,33529
852769,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,33531
852770,0,0,6,0,0,107,0,7,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,0,4,0,0,0,1,0,33604
852771,0,1,6,0,0,107,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,0,1,0,0,0,1,0,33604
852772,0,0,6,0,0,107,0,11,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,0,4,0,0,0,1,0,33605
852773,0,1,6,0,0,107,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,0,1,0,0,0,1,0,33605
852774,0,0,6,0,0,107,0,15,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,0,4,0,0,0,1,0,33606
852775,0,1,6,0,0,107,0,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,0,1,0,0,0,1,0,33606
852776,0,0,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33675
852777,0,0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28,0,0,0,0,0,22,15,33676
852779,0,0,2,0,0,0,0,659,0,1,0,331,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23,0,0,0,0,0,24,0,33678
852781,0,0,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,33750
852785,0,0,6,0,0,4,0,332,0,1,0,1,0,0,0,0,12.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33754
852786,0,0,10,0,0,0,0,876,0,1,0,93,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33828
852787,0,0,6,0,0,7,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33829
852788,0,0,6,0,0,107,0,-101,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,32,0,0,1,0,33830
852789,0,1,6,0,0,107,0,-101,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,21,0,0,0,0,32,0,0,1,0,33830
852790,0,0,28,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1964,61,0,0,0,0,0,0,8,0,33831
852791,0,1,6,0,0,226,200,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,16,0,33831
852792,0,0,6,0,0,108,0,15,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,0,208,16,0,0,1,0,33889
852793,0,0,6,0,0,108,0,19,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,0,208,16,0,0,1,0,33890
852794,0,0,6,1,0,28,0,99,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33961
852795,0,0,6,0,0,87,0,-6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,0,0,0,0,0,0,1,0,33962
852796,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33963
852797,0,0,31,0,0,0,0,149,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,33964
852798,0,1,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35123,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,33964
852799,0,0,3,0,0,0,0,34026,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,34026
852800,0,1,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,34026
852801,0,0,58,0,0,0,0,126,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,34027
852805,0,0,6,0,0,79,0,-51,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,127,0,0,0,0,0,0,0,1,0,34102
852807,0,0,31,0,0,0,0,99,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,34104
852808,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34105
852809,0,1,6,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34105
852810,0,0,6,0,0,123,0,-601,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,34106
852811,0,0,6,0,0,42,0,0,0,1,0,0,0,0,0,0,0,30023,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34191
852815,0,0,6,0,0,29,0,29,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,21,0,33080
852816,0,0,6,0,0,29,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,21,0,33081
852817,0,0,6,0,0,29,0,19,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,33082
852818,0,0,6,0,0,189,0,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,33083
852821,0,0,6,0,0,135,0,38,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,33148
852822,0,1,6,0,0,13,0,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,33148
852823,0,0,6,0,0,135,0,48,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,33149
852824,0,1,6,0,0,13,0,16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,33149
852825,0,0,6,0,0,42,0,-1,1,1,0,1,0,0,0,0,0,33151,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33150
852826,0,0,6,0,0,108,0,-101,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,0,128,0,0,0,1,0,33151
852827,0,1,6,0,0,108,0,-101,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,128,0,0,0,1,0,33151
852828,0,2,6,0,0,108,0,-10001,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,128,0,0,0,1,0,33151
852829,0,0,6,0,0,226,25000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33209
852832,0,0,24,0,0,0,0,0,0,1,0,1,27635,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33276
852833,0,0,24,0,0,0,0,0,0,1,0,1,24105,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33277
852834,0,0,24,0,0,0,0,0,0,1,0,1,27636,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33278
852835,0,0,24,0,0,0,0,0,0,1,0,1,27651,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33279
852837,0,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,18928,64,20,0,0,0,0,0,18,50,33281
852842,0,0,6,1,0,189,0,319,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,524288,0,0,0,0,0,0,0,1,0,33370
852843,0,0,6,0,0,56,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19117,0,0,0,0,0,0,0,1,0,33454
852844,0,0,6,0,0,56,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19087,0,0,0,0,0,0,0,1,0,33455
852845,0,0,6,0,0,56,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19103,0,0,0,0,0,0,0,1,0,33456
852846,0,0,6,0,0,56,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19111,0,0,0,0,0,0,0,1,0,33457
852847,0,0,6,0,0,56,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19088,0,0,0,0,0,0,0,1,0,33458
852848,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,33532
852849,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19207,64,20,0,0,0,0,0,18,0,33533
852850,0,0,2,0,0,0,0,47,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,33534
852851,0,1,6,0,0,3,3000,12,0.10000000149,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,33534
852852,0,0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,0,33535
852853,0,0,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,183283,0,0,0,0,0,0,0,18,0,33536
852854,0,1,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,183282,0,0,0,0,0,0,0,18,0,33536
852855,0,2,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33541,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33536
852856,0,0,28,10000000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,19203,61,14,0,0,0,0,0,48,0,33537
852857,0,0,6,0,0,107,0,19,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,0,4,0,0,0,1,0,33607
852858,0,1,6,0,0,107,0,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,24,0,0,0,1,0,0,0,1,0,33607
852863,0,0,28,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,89,66,12,0,0,0,0,0,16,0,33679
852867,0,0,6,0,0,4,0,248,0,1,0,1,0,0,0,0,8.30000019073,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33755
852868,0,0,6,0,0,4,0,118,0,1,0,1,0,0,0,0,12.80000019073,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33756
852869,0,0,6,0,0,4,0,45,0,1,0,1,0,0,0,0,7.19999980927,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33757
852870,0,0,10,0,0,0,0,199,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33758
852871,0,0,6,0,0,42,0,0,0,1,0,0,0,0,0,0,0,33743,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33759
852872,0,0,6,0,0,23,1000,0,0,1,0,0,0,0,0,0,0,33833,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,33832
852873,0,1,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,33832
852874,0,2,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33832
852875,0,0,2,0,0,0,0,37,0.20000000298,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,33833
852876,0,0,6,0,0,23,3000,0,0,1,0,0,0,0,0,0,0,33835,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33834
852877,0,0,38,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,11,0,0,0,0,0,22,15,33835
852878,0,0,2,0,0,0,0,53999,0,1,0,12001,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,16,0,33836
852879,0,1,2,0,0,0,0,59999,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,16,0,33836
852880,0,0,6,0,0,36,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,33891
852881,0,1,6,0,0,77,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,17,0,0,0,0,0,0,0,1,0,33891
852884,0,0,6,0,0,12,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33965
852885,0,1,28,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,16903,61,7,0,0,0,0,0,41,0,33966
852886,0,0,2,0,0,0,0,70,1,1,0,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13,0,0,0,0,22,15,33967
852887,0,1,6,0,0,33,0,-41,0,1,0,1,0,11,0,0,-0.5,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,33967
852888,0,2,6,0,0,138,0,-34,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,33967
852889,0,0,27,0,0,3,2000,24,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,29,0,0,0,0,0,16,0,33968
852890,0,1,27,0,0,101,0,-16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,29,0,0,0,0,0,16,0,33968
852895,0,1,6,0,0,23,1000,0,0,1,0,0,0,0,0,0,0,34250,0,1,0,0,0,1,0,0,11,0,0,0,0,0,22,30,34035
852896,0,0,9,1,0,0,0,104,1,1,0,21,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,34107
852897,0,0,6,0,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,34108
852898,0,0,58,0,0,0,0,29,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13,0,0,0,0,0,22,15,34109
852899,0,1,98,0,0,0,0,112,0,1,0,75,0,0,0,0,0,0,0,1,0,0,0,1,75,0,13,0,0,0,0,0,22,15,34109
852900,0,0,10,0,0,0,0,227,0.42899999022,1,0,25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,0,34110
852901,0,0,2,0,0,0,0,5,1,1,0,3,0,0,0,0,0.80000001192,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34111
852906,0,0,6,0,0,22,0,2749,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,34199
852907,0,0,6,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,34200
852908,0,1,6,0,0,23,6000,0,0,1,0,0,0,0,0,0,0,34187,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,34200
852909,0,0,6,0,0,13,0,90,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,126,0,0,0,0,0,0,0,1,0,33085
